repository,good_first,created_at,comments,url,title,number,flags,labels,compute_tier,issue_type,difficulty,extra_skills
huggingface/diffusers,no,2024-11-23T20:54:30Z,12,https://github.com/huggingface/diffusers/issues/10004,how to use kohya sd-scripts flux loras with text encoder keys in diffusers?,10004,contributions-welcome,contributions-welcome,T2,bugfix,3,knowledge of kohya-ss/sd-scripts weight naming conventions
ggml-org/llama.cpp,no,2024-11-22T08:20:22Z,21,https://github.com/ggml-org/llama.cpp/issues/10453,ggml : add ANE backend,10453,help wanted,help wanted; research 🔬; roadmap,T4,feature,5,CoreML; Apple Neural Engine (ANE)
gradio-app/gradio,no,2024-11-19T18:20:47Z,0,https://github.com/gradio-app/gradio/issues/10002,Add documentation on how to add Google Analytics to track different events,10002,docs/website,docs/website,T0,docs,2,Google Analytics
sktime/sktime,no,2024-11-18T10:52:42Z,1,https://github.com/sktime/sktime/issues/7402,[DOC] Clarification on Cross-Validation Strategy with StackingForecaster,7402,documentation,documentation; module:forecasting,T0,docs,2,
ray-project/ray,no,2024-11-12T21:45:00Z,0,https://github.com/ray-project/ray/issues/48709,"[Core] Better document resource dict and its relationship to `num_cpu`, etc.",48709,docs,P2; docs; core; community-backlog,T0,docs,2,
ray-project/ray,no,2024-11-08T11:50:52Z,6,https://github.com/ray-project/ray/issues/48651,Directing Logs to both stdout/stderr and to log files,48651,good-first-issue,good-first-issue; enhancement; P1; core; community-backlog,T1,examples,2,
huggingface/diffusers,no,2024-11-08T03:23:19Z,8,https://github.com/huggingface/diffusers/issues/9887,lack of support of loading lora weights in PixArtAlphaPipeline,9887,contributions-welcome,contributions-welcome; lora,T2,feature,2,PEFT
numpy/numpy,no,2024-11-05T09:14:42Z,4,https://github.com/numpy/numpy/issues/27704,DOC:  Change the cannonical dtypes to reflect actual underlying dtype,27704,04 - Documentation,04 - Documentation,T0,docs,2,Sphinx
Lightning-AI/pytorch-lightning,no,2024-11-05T09:01:10Z,12,https://github.com/Lightning-AI/pytorch-lightning/issues/20396,Light / dark mode for documentation,20396,docs,bug; docs; ver: 2.5.x,T0,feature,2,CSS; Frontend Development
mlflow/mlflow,no,2024-11-02T03:53:12Z,3,https://github.com/mlflow/mlflow/issues/13643,Add support for session backend,13643,help wanted,enhancement; help wanted; area/server-infra,T1,feature,4,Distributed Systems; Session Management
microsoft/autogen,no,2024-11-01T15:55:13Z,3,https://github.com/microsoft/autogen/issues/4027,Create a gallery page for applications built using AutoGen,4027,documentation,documentation; proj-core; proj-extensions; proj-agentchat; needs-design,T0,feature,2,Frontend Development; Web Design
pytorch/pytorch,no,2024-10-30T00:19:32Z,1,https://github.com/pytorch/pytorch/issues/139241,Please implement batching rule for torch.nn.functional.multi_margin_loss,139241,actionable,triaged; actionable; module: vmap; module: functorch,T1,feature,3,vmap; functorch
ray-project/ray,no,2024-10-25T17:53:55Z,2,https://github.com/ray-project/ray/issues/48272,[core][compiled graphs] Support NCCL operations in non-compiled graphs,48272,good-first-issue,good-first-issue; enhancement; P1; core; compiled-graphs,T4,feature,3,NCCL
sktime/sktime,no,2024-10-25T13:35:53Z,1,https://github.com/sktime/sktime/issues/7336,Clarification Needed on cv='prefit' in ForecastGridSearch,7336,documentation,documentation; module:forecasting,T0,question_triage,2,
unslothai/unsloth,no,2024-10-24T07:28:36Z,1,https://github.com/unslothai/unsloth/issues/1178,"DPO, ORPO - grad accumulation fix",1178,help wanted,feature request; help wanted,T2,feature,4,trl
pytorch/pytorch,no,2024-10-24T07:25:09Z,4,https://github.com/pytorch/pytorch/issues/138800,Batching rule not defined for `aten::_make_dual`.,138800,actionable,triaged; actionable; module: vmap; inference mode; module: functorch,T1,bugfix,4,
numpy/numpy,no,2024-10-23T10:49:04Z,5,https://github.com/numpy/numpy/issues/27625,DOC: Document if a function is affected by NPY_MAXARGS,27625,04 - Documentation,04 - Documentation; 63 - C API,T0,docs,2,
numpy/numpy,no,2024-10-21T14:02:38Z,10,https://github.com/numpy/numpy/issues/27610,DOC: Controlling (or better documenting) the required/recommended Doxygen version,27610,04 - Documentation,04 - Documentation,T0,docs,2,Doxygen; Conda; CircleCI
sktime/sktime,no,2024-10-21T11:21:59Z,2,https://github.com/sktime/sktime/issues/7315,[BUG] png files missing for sktime/examples/transformation /signature_method.ipynb,7315,documentation,bug; documentation; module:transformations,T0,docs,1,
ray-project/ray,no,2024-10-17T17:39:56Z,6,https://github.com/ray-project/ray/issues/48086,[core][compiled graphs] Support pinned memory for CPU <-> GPU transfers,48086,good-first-issue,good-first-issue; enhancement; P1; performance; core; compiled-graphs; community-backlog,T2,feature,2,CUDA memory management
microsoft/autogen,no,2024-10-17T16:15:04Z,1,https://github.com/microsoft/autogen/issues/3827,Move website to top-level directory of repo,3827,documentation,documentation; size-small,T0,refactor,1,
pytorch/pytorch,no,2024-10-17T14:27:44Z,0,https://github.com/pytorch/pytorch/issues/138215,Dynamo x autograd.Function: leverage compiled autograd on graph break in backwards,138215,actionable,feature; triaged; actionable; oncall: pt2; module: compiled autograd; dynamo-autograd-function,T2,feature,5,Compiler Design; Graph IR
pytorch/pytorch,no,2024-10-17T10:48:06Z,6,https://github.com/pytorch/pytorch/issues/138197,Compile error with -WERROR on clang-12,138197,actionable,triaged; actionable,T1,bugfix,2,CMake
microsoft/autogen,no,2024-10-16T19:19:16Z,0,https://github.com/microsoft/autogen/issues/3808,[dotnet] doc install requirements for getting tests to run re: python Jupyter and Jupyter kernel,3808,documentation,documentation; dotnet; size-small,T0,docs,1,dotnet
ray-project/ray,no,2024-10-15T20:43:55Z,1,https://github.com/ray-project/ray/issues/48032,Unnecessary horizontal scroll bar,48032,docs,triage; docs,T0,bugfix,2,CSS; HTML
ray-project/ray,no,2024-10-15T15:19:32Z,0,https://github.com/ray-project/ray/issues/48024,[Data] Using LightningDataModule with Ray Data,48024,docs,triage; docs; data,T0,docs,2,PyTorch Lightning
mlflow/mlflow,no,2024-10-15T14:09:05Z,3,https://github.com/mlflow/mlflow/issues/13420,[FR] Add option to copy relative directory structure when specifying `code_paths` in `mlflow.pyfunc.log_model` call,13420,area/docs,enhancement; area/docs; area/examples; area/model-registry; area/models,T1,feature,2,
microsoft/autogen,no,2024-10-14T06:14:03Z,1,https://github.com/microsoft/autogen/issues/3780,[.Net][Feature Request]: Add observability documentation and examples,3780,documentation,documentation; dotnet; size-medium,T0,docs,2,.NET; C#
pytorch/pytorch,no,2024-10-14T00:12:59Z,4,https://github.com/pytorch/pytorch/issues/137869,TORCH_COMPILE_CPROFILE does not work for python 3.12,137869,actionable,triaged; actionable; oncall: pt2; vllm-compile; module: vllm,T2,bugfix,4,Python interpreter internals; Python profiling hooks
microsoft/autogen,no,2024-10-11T16:37:27Z,0,https://github.com/microsoft/autogen/issues/3761,"Add ""download notebook"" button for notebook based documentation pages",3761,documentation,documentation; size-small,T0,feature,2,HTML/CSS; frontend development
microsoft/autogen,no,2024-10-10T21:34:49Z,0,https://github.com/microsoft/autogen/issues/3742,Model client guide in `autogen-ext`,3742,documentation,documentation; proj-extensions; size-small,T0,docs,2,
numpy/numpy,no,2024-10-10T20:12:37Z,7,https://github.com/numpy/numpy/issues/27541,"DOC: Clarify ""pin the current major version to prevent ABI breakage""",27541,04 - Documentation,04 - Documentation,T0,docs,2,
Lightning-AI/pytorch-lightning,no,2024-10-10T16:43:00Z,3,https://github.com/Lightning-AI/pytorch-lightning/issues/20335,Unreadable font color theme of YAML files,20335,docs,docs,T0,docs,2,CSS; HTML
pyg-team/pytorch_geometric,no,2024-10-09T16:19:53Z,0,https://github.com/pyg-team/pytorch_geometric/issues/9704,Unclear usage of the PNA model,9704,documentation,documentation,T1,docs,2,
pytorch/pytorch,no,2024-10-09T11:55:02Z,16,https://github.com/pytorch/pytorch/issues/137581,Expose underlying cudastream_t for torch.cuda.Stream,137581,actionable,module: docs; module: cuda; triaged; enhancement; actionable; module: python frontend,T2,feature,3,
pytorch/pytorch,no,2024-10-08T08:14:06Z,2,https://github.com/pytorch/pytorch/issues/137484,Better error message in `torch.linalg.vector_norm`,137484,actionable,low priority; module: error checking; triaged; actionable; module: edge cases,T1,bugfix,2,
pytorch/pytorch,no,2024-10-08T08:02:56Z,2,https://github.com/pytorch/pytorch/issues/137482,"`torch.ops.aten.divide_` leads to ""RuntimeError: result type Float can't be cast to the desired output type Int""",137482,actionable,low priority; triaged; actionable; module: core aten,T1,bugfix,3,
pytorch/pytorch,no,2024-10-08T03:37:16Z,1,https://github.com/pytorch/pytorch/issues/137466,overflow in `torch._C._linalg.linalg_cond`,137466,actionable,low priority; module: error checking; triaged; actionable; module: edge cases,T1,bugfix,2,
ray-project/ray,no,2024-10-07T22:49:07Z,5,https://github.com/ray-project/ray/issues/47923,[Core] ray.wait broken,47923,good-first-issue,bug; good-first-issue; P1; usability; core,T1,bugfix,2,
pytorch/pytorch,no,2024-10-07T19:58:23Z,1,https://github.com/pytorch/pytorch/issues/137440,"`torch.pow` throws with `RuntimeError: ""reciprocal_cuda"" not implemented for 'Char'`",137440,actionable,module: cuda; low priority; triaged; actionable; module: core aten,T2,bugfix,2,
microsoft/autogen,no,2024-10-03T22:00:04Z,0,https://github.com/microsoft/autogen/issues/3629,Documentation on how to implement a custom model client,3629,documentation,documentation; proj-extensions; size-small,T0,docs,2,technical writing; python packaging
numpy/numpy,no,2024-10-03T17:52:28Z,7,https://github.com/numpy/numpy/issues/27498,BUG: `randint` on Windows appears to require int32 not int,27498,04 - Documentation,04 - Documentation; component: numpy.random,T1,bugfix,3,Cython
pyg-team/pytorch_geometric,no,2024-10-03T12:04:38Z,1,https://github.com/pyg-team/pytorch_geometric/issues/9688,Request to implement Attri2vec,9688,help wanted,feature; help wanted; nn,T2,feature,4,paper implementation; linear algebra
pytorch/pytorch,no,2024-10-02T20:58:38Z,1,https://github.com/pytorch/pytorch/issues/137219,custom_op/triton_op autograd handling leads to off-by-one error message,137219,internal ramp-up task,module: autograd; triaged; module: custom-operators; better-engineering; oncall: pt2; module: pt2-dispatcher; internal ramp-up task,T1,bugfix,2,
ray-project/ray,no,2024-10-01T14:25:18Z,1,https://github.com/ray-project/ray/issues/47875,[Docs] Ray + Slurm Container Orchestration,47875,docs,P2; docs; core; core-clusters,T0,docs,1,
sktime/sktime,no,2024-09-30T10:37:18Z,4,https://github.com/sktime/sktime/issues/7200,[DOC] Feature importances of direct-strategy reduced forecasters with exogenous variables are not documented ,7200,documentation,implementing algorithms; documentation; module:forecasting,T0,examples,2,
pytorch/pytorch,no,2024-09-26T11:06:26Z,3,https://github.com/pytorch/pytorch/issues/136748,Inconsistent behavior of cdist with half-precision inputs,136748,actionable,module: cpu; triaged; actionable; module: norms and normalization,T1,bugfix,3,Numerical Analysis
pytorch/pytorch,no,2024-09-26T04:09:10Z,5,https://github.com/pytorch/pytorch/issues/136733,"Be smart about autograd formulas saving either the input or output, depending on context",136733,actionable,module: performance; triaged; actionable; oncall: pt2; module: inductor,T2,feature,5,torch.fx; Graph optimization; Autograd internals
sktime/sktime,no,2024-09-24T09:32:50Z,3,https://github.com/sktime/sktime/issues/7157,[BUG] dependencies show incorrectly on pypistats,7157,documentation,bug; documentation; maintenance,T0,bugfix,2,Python packaging
pytorch/pytorch,no,2024-09-22T06:18:25Z,5,https://github.com/pytorch/pytorch/issues/136404,Profiling Torch.compile (with_stack=True) leads to frozen program with massive memory.,136404,actionable,triaged; actionable; oncall: profiler; oncall: pt2; vllm-compile; module: vllm,T2,bugfix,4,vLLM
pytorch/pytorch,no,2024-09-14T17:33:52Z,1,https://github.com/pytorch/pytorch/issues/136093,"Setting wrong type values to `kernel_size`, `stride`, `padding` and `dilation` argument of `nn.MaxPool1d()` gets the wrong error messages saying only `tuple of ints`",136093,actionable,low priority; module: error checking; triaged; actionable; module: python frontend,T1,bugfix,2,
ray-project/ray,no,2024-09-13T20:55:28Z,0,https://github.com/ray-project/ray/issues/47661,"[aDAG] Add documentation for actor.method.bind(args), especially when args is a list",47661,docs,P1; docs; compiled-graphs,T0,docs,1,
pytorch/pytorch,no,2024-09-08T00:24:26Z,0,https://github.com/pytorch/pytorch/issues/135424,No batching rule for aten::repeat_interleave.Tensor,135424,actionable,triaged; actionable; module: vmap; module: functorch,T1,bugfix,4,torch.func (vmap) internals; ATen operator batching rules
pytorch/pytorch,no,2024-09-05T14:38:27Z,2,https://github.com/pytorch/pytorch/issues/135229,Disable `retain_grad` on non-leaf tensors?,135229,actionable,module: autograd; triaged; enhancement; actionable,T1,feature,3,
shap/shap,no,2024-09-05T10:38:51Z,3,https://github.com/shap/shap/issues/3847,BUG: Plots broken with RandomForestClassifier in v0.46.0?,3847,documentation,awaiting feedback; documentation,T1,bugfix,2,
pytorch/pytorch,no,2024-09-03T20:28:39Z,2,https://github.com/pytorch/pytorch/issues/135050,Setting a scalar and a 0D tensor or a 0D tensor and a scalar to `min` and `max` argument of `clamp()` respectively works,135050,actionable,triaged; actionable; module: python frontend; module: edge cases,T1,bugfix,2,
pyg-team/pytorch_geometric,no,2024-09-03T16:18:35Z,3,https://github.com/pyg-team/pytorch_geometric/issues/9637,Batching for GCNConv Layer,9637,documentation,documentation,T0,docs,2,
pytorch/pytorch,no,2024-08-26T12:05:21Z,14,https://github.com/pytorch/pytorch/issues/134459, linalg.lu_factor: LU without pivoting is not implemented on the CPU,134459,actionable,module: cpu; triaged; module: linear algebra; actionable,T1,bugfix,4,Numerical Linear Algebra; LAPACK
pytorch/pytorch,no,2024-08-22T17:00:37Z,1,https://github.com/pytorch/pytorch/issues/134244,Setting a 1D tensor as `input` and a 0D tensor as `index` and vice versa for `gather()` works against the error message,134244,actionable,module: error checking; triaged; actionable; module: scatter & gather ops; module: edge cases,T1,bugfix,2,
pytorch/pytorch,no,2024-08-20T09:07:11Z,2,https://github.com/pytorch/pytorch/issues/133985,Feat: output dtype for count_nonzero,133985,actionable,triaged; actionable; module: python frontend,T1,feature,2,
pytorch/pytorch,no,2024-08-19T08:55:48Z,1,https://github.com/pytorch/pytorch/issues/133847,"[Bug Report] when using % in torch.jit.script function, the output conforms to the form of C++ % operation, rather than Python % operation.",133847,actionable,oncall: jit; actionable,T1,bugfix,3,TorchScript internals
ray-project/ray,no,2024-08-17T18:57:52Z,0,https://github.com/ray-project/ray/issues/47185,RLlib with open-spiel Connect 4 environment,47185,rllib-docs-or-examples,bug; P3; rllib; rllib-env; rllib-docs-or-examples,T1,bugfix,3,OpenSpiel
pytorch/pytorch,no,2024-08-17T11:42:41Z,6,https://github.com/pytorch/pytorch/issues/133761,Incorrect GPU management and deadlocks without torch.cuda.set_device,133761,actionable,oncall: distributed; triaged; actionable,T4,bugfix,4,Distributed Training; NCCL
mlflow/mlflow,no,2024-08-15T14:07:54Z,2,https://github.com/mlflow/mlflow/issues/12957,[FR] Support new params in LLM `ChatXXX` types,12957,area/docs,enhancement; area/docs; area/models,T1,feature,2,OpenAI API
ray-project/ray,no,2024-08-14T07:20:11Z,1,https://github.com/ray-project/ray/issues/47127,[RLlib] Flatten observations example doesn't work,47127,rllib-docs-or-examples,bug; P3; windows; rllib; rllib-docs-or-examples,T1,bugfix,2,
pymc-devs/pymc,no,2024-08-12T15:01:33Z,16,https://github.com/pymc-devs/pymc/issues/7455,Default target_accept not mentioned anywhere in the docs,7455,docs,docs; hackathon,T0,docs,1,
numpy/numpy,no,2024-08-09T08:06:22Z,4,https://github.com/numpy/numpy/issues/27155,DOC: Add release date below release date,27155,04 - Documentation,04 - Documentation,T0,docs,2,Sphinx; reStructuredText
pytorch/pytorch,no,2024-08-08T21:50:33Z,1,https://github.com/pytorch/pytorch/issues/133040,Add Test for Inductor and Dynamo Config BC Breakages,133040,internal ramp-up task,triaged; better-engineering; oncall: pt2; module: inductor; module: dynamo; internal ramp-up task,T1,bugfix,2,
pymc-devs/pymc,no,2024-08-08T19:46:20Z,9,https://github.com/pymc-devs/pymc/issues/7448,DOC: Add install instructions with pixi,7448,docs,docs; hackathon,T0,docs,1,pixi
mlflow/mlflow,no,2024-08-08T12:48:06Z,5,https://github.com/mlflow/mlflow/issues/12909,[DOC-FIX] Incorrect documentation on building sagemaker docker container,12909,area/docs,area/docs,T0,docs,1,Docker; AWS SageMaker
pytorch/pytorch,no,2024-08-01T07:27:13Z,3,https://github.com/pytorch/pytorch/issues/132388,`amp.custom_fwd` interacts poorly with custom `autograd.Function` with `setup_context` separated from `forward`,132388,actionable,module: autograd; triaged; actionable; module: amp (automated mixed precision),T2,bugfix,4,
ray-project/ray,no,2024-07-30T19:41:54Z,1,https://github.com/ray-project/ray/issues/46873,[data] [docs] Best practices for Ray Data configuration settings with Train and Tune,46873,docs,P2; docs; data,T0,docs,3,
pytorch/pytorch,no,2024-07-27T07:08:33Z,5,https://github.com/pytorch/pytorch/issues/131972,backward of adaptive max pool (adaptive_max_pool2d_backward_cuda) doesn't have a deterministic implementation,131972,actionable,module: autograd; triaged; module: determinism; actionable,T2,bugfix,4,
ray-project/ray,no,2024-07-26T07:50:05Z,0,https://github.com/ray-project/ray/issues/46813,Ray-cluster setup results: proxyconnect tcp: dial tcp 127.0.0.1:1082: connect: connection refused,46813,docs,question; usability; docs; kuberay; core; community-backlog,T0,question_triage,2,Kubernetes; Container Runtime Configuration
ray-project/ray,no,2024-07-25T13:54:54Z,0,https://github.com/ray-project/ray/issues/46794,[Dashboard]  Document RAY_OVERRIDE_DASHBOARD_URL,46794,docs,dashboard; triage; docs,T0,docs,1,
numpy/numpy,no,2024-07-25T13:17:03Z,3,https://github.com/numpy/numpy/issues/27038,DOC: Improve fromstring documentation & errors/warnings regarding binary mode,27038,04 - Documentation,04 - Documentation,T0,docs,2,
pytorch/pytorch,no,2024-07-25T07:31:48Z,4,https://github.com/pytorch/pytorch/issues/131753,PyTorch complains ```A leaf node was passed to _will_engine_execute_node``` when calculating the gradient of a model warpped by ```FlopCounterMode```.,131753,actionable,module: autograd; triaged; actionable; module: __torch_dispatch__,T1,bugfix,4,
mlflow/mlflow,no,2024-07-23T19:46:32Z,9,https://github.com/mlflow/mlflow/issues/12764,[FR] - MLFlow Tracking Server Default Columns in UI,12764,help wanted,enhancement; help wanted,T1,feature,3,React; JavaScript
pytorch/pytorch,no,2024-07-22T18:00:00Z,2,https://github.com/pytorch/pytorch/issues/131349,[ONNX] opset 11 aten::index_put generating invalid add ops with None args,131349,OSS contribution wanted,module: onnx; triaged; OSS contribution wanted,T1,bugfix,3,ONNX
pytorch/pytorch,no,2024-07-20T13:53:21Z,1,https://github.com/pytorch/pytorch/issues/131280,The shape of weights in lstm seems to be wrong.,131280,actionable,module: docs; module: rnn; triaged; actionable,T0,docs,2,
pytorch/pytorch,no,2024-07-19T07:04:44Z,0,https://github.com/pytorch/pytorch/issues/131148,"The empty 1D or more D tensor for `median()/nanmedian()` with the deepest `dim` gets errors, not getting NaNs",131148,actionable,module: error checking; triaged; actionable; module: empty tensor,T1,bugfix,2,
ray-project/ray,no,2024-07-18T12:36:40Z,0,https://github.com/ray-project/ray/issues/46694,[Serve] Streamlit example,46694,docs,enhancement; P2; serve; docs,T1,docs,2,Streamlit
numpy/numpy,no,2024-07-17T21:21:31Z,3,https://github.com/numpy/numpy/issues/26973,DOC: The f2py meson documentation is seemingly not executable,26973,04 - Documentation,04 - Documentation; component: numpy.f2py,T0,docs,2,Meson
Lightning-AI/pytorch-lightning,no,2024-07-12T12:01:07Z,2,https://github.com/Lightning-AI/pytorch-lightning/issues/20076,training time increase epoch by epoch,20076,help wanted,bug; help wanted; performance; repro needed; ver: 2.2.x,T2,bugfix,3,memory profiling; PyTorch performance debugging
pytorch/pytorch,no,2024-07-12T11:25:09Z,2,https://github.com/pytorch/pytorch/issues/130614,"Significant Memory Increase with Conv2d using padding_mode 'replicate', 'reflect', or 'circular'",130614,actionable,module: nn; module: memory usage; module: convolution; triaged; actionable,T2,bugfix,4,
pytorch/pytorch,no,2024-07-12T05:16:58Z,1,https://github.com/pytorch/pytorch/issues/130608,Setting `shape` and `dtype` without `dtype=` to `view()` works against error message but an `int` tensor is returned instead of a `float` tensor,130608,actionable,module: error checking; triaged; actionable; module: python frontend,T1,bugfix,2,
pytorch/pytorch,no,2024-07-10T18:33:33Z,6,https://github.com/pytorch/pytorch/issues/130470,nested_tensor jagged_from_list doesn't correctly handle corner case of empty list,130470,actionable,triaged; module: nestedtensor; actionable,T1,bugfix,2,
sktime/sktime,no,2024-07-10T05:51:04Z,4,https://github.com/sktime/sktime/issues/6742,[BUG] Dead image links in Signature Methods Section of docs,6742,documentation,bug; documentation; module:transformations,T0,bugfix,1,
pytorch/pytorch,no,2024-07-09T07:16:02Z,1,https://github.com/pytorch/pytorch/issues/130318,Many things are not documented for `normal()`,130318,actionable,triaged; actionable; topic: docs,T0,docs,1,
Lightning-AI/pytorch-lightning,no,2024-07-04T14:19:45Z,4,https://github.com/Lightning-AI/pytorch-lightning/issues/20046,ModelCheckpoint could not find key in returned metrics,20046,help wanted,bug; help wanted; callback: model checkpoint; ver: 2.1.x,T1,bugfix,3,
pytorch/pytorch,no,2024-07-04T11:46:15Z,4,https://github.com/pytorch/pytorch/issues/130114,[feature request] [discussion] Baseline ONNX interpreter / executor in python / PyTorch  ,130114,OSS contribution wanted,module: onnx; triaged; OSS contribution wanted,T1,feature,5,ONNX specification; Graph transformation; PyTorch FX
pymc-devs/pymc,no,2024-07-03T13:52:18Z,0,https://github.com/pymc-devs/pymc/issues/7399,DOC: Project roadmap,7399,docs,docs; needs info,T0,docs,2,technical writing
pytorch/pytorch,no,2024-07-02T16:54:16Z,2,https://github.com/pytorch/pytorch/issues/129970,Setting the 0D tensor of only one element to `fill_value` of `full()`/`full_like()` works against error message,129970,actionable,module: docs; module: error checking; triaged; actionable; module: python frontend,T1,bugfix,2,
pyg-team/pytorch_geometric,no,2024-07-01T22:11:11Z,2,https://github.com/pyg-team/pytorch_geometric/issues/9476,MPNN special arguments documentation ,9476,documentation,documentation,T0,docs,2,
mlflow/mlflow,no,2024-06-28T13:18:17Z,3,https://github.com/mlflow/mlflow/issues/12520,[FR] Authentication without environment variables ,12520,area/docs,enhancement; area/docs; area/tracking,T1,feature,3,
sktime/sktime,no,2024-06-28T13:12:37Z,10,https://github.com/sktime/sktime/issues/6688,[DOC] document metric per time point - `evaluate_by_index` in key tutorials,6688,documentation,documentation; module:metrics&benchmarking,T0,docs,2,
Lightning-AI/pytorch-lightning,no,2024-06-28T11:14:00Z,1,https://github.com/Lightning-AI/pytorch-lightning/issues/20027,[Fabric Lightning] Named barriers,20027,help wanted,feature; help wanted; distributed,T4,feature,3,Distributed Computing; Collective Communication
gradio-app/gradio,no,2024-06-23T06:45:02Z,0,https://github.com/gradio-app/gradio/issues/8597,Add missing component demos to docs ,8597,docs/website,docs/website,T0,docs,2,
pytorch/pytorch,no,2024-06-22T00:51:15Z,4,https://github.com/pytorch/pytorch/issues/129293,forward_ad ignores checkpoints,129293,actionable,module: bc-breaking; module: activation checkpointing; module: autograd; triaged; actionable; module: forward ad,T1,bugfix,4,
numpy/numpy,no,2024-06-19T16:57:17Z,9,https://github.com/numpy/numpy/issues/26758,DOC: Unclear how to evaluate using polynomial package,26758,04 - Documentation,04 - Documentation; component: numpy.polynomial,T0,docs,2,
pytorch/pytorch,no,2024-06-18T16:18:26Z,2,https://github.com/pytorch/pytorch/issues/128971,Trying to use forward AD with _scaled_dot_product_flash_attention that does not support it because it has not been implemented yet.,128971,actionable,module: autograd; triaged; actionable,T2,feature,5,forward-mode automatic differentiation
pytorch/pytorch,no,2024-06-16T07:44:45Z,1,https://github.com/pytorch/pytorch/issues/128791,CUDA error in torch.cdist with compute_mode=donot_use_mm_for_euclid_dist,128791,actionable,module: loss; module: cuda; triaged; actionable,T2,bugfix,4,
pytorch/pytorch,no,2024-06-14T08:37:52Z,1,https://github.com/pytorch/pytorch/issues/128693,Segmentation fault (core dumped) in `torch.fused_moving_avg_obs_fake_quant`,128693,actionable,module: crash; oncall: quantization; actionable; module: edge cases,T1,bugfix,3,C++ debugging; AddressSanitizer
pytorch/pytorch,no,2024-06-13T08:10:14Z,1,https://github.com/pytorch/pytorch/issues/128601,Retry on CUBLAS_STATUS_ALLOC_FAILED,128601,actionable,module: cuda; triaged; enhancement; actionable; module: CUDACachingAllocator,T2,bugfix,3,
pytorch/pytorch,no,2024-06-13T07:59:48Z,4,https://github.com/pytorch/pytorch/issues/128600,jacrev and jacfwd yield different results if one uses torch.no_grad blocks in module,128600,actionable,module: docs; module: autograd; triaged; actionable; module: functorch,T1,bugfix,4,
pytorch/pytorch,no,2024-06-11T06:25:37Z,4,https://github.com/pytorch/pytorch/issues/128395,_foreach_atan2,128395,actionable,module: optimizer; triaged; actionable; module: mta,T1,feature,3,
Lightning-AI/pytorch-lightning,no,2024-06-10T12:46:47Z,1,https://github.com/Lightning-AI/pytorch-lightning/issues/19964,Documentation: writing custom samplers compatible with multi GPU training,19964,help wanted; docs,help wanted; docs,T0,docs,3,
pytorch/pytorch,no,2024-06-10T11:00:35Z,4,https://github.com/pytorch/pytorch/issues/128323,UnsupportedOperatorError: Exporting the operator 'quantized::batch_norm2d' to ONNX opset version 14 is not supported.,128323,OSS contribution wanted,module: onnx; low priority; triaged; OSS contribution wanted,T1,bugfix,3,ONNX specification; quantization
pytorch/pytorch,no,2024-06-08T15:16:04Z,15,https://github.com/pytorch/pytorch/issues/128292,put profiling results from different ranks into one webpage,128292,OSS contribution wanted,OSS contribution wanted; oncall: profiler,T4,feature,3,Chrome Trace Format
Lightning-AI/pytorch-lightning,no,2024-06-06T14:28:28Z,0,https://github.com/Lightning-AI/pytorch-lightning/issues/19952,Class name displayed incorrectly,19952,docs,docs,T0,docs,1,
pytorch/pytorch,no,2024-06-05T21:33:51Z,7,https://github.com/pytorch/pytorch/issues/128064,"Improve debugability of warnings/errors ""Triggered internally at""",128064,actionable,module: autograd; module: error checking; triaged; actionable,T1,feature,4,
pytorch/pytorch,no,2024-06-05T17:51:24Z,4,https://github.com/pytorch/pytorch/issues/128046,Future LRScheduler implementation with Tensor support,128046,actionable,triaged; actionable; module: LrScheduler,T1,feature,3,
ggml-org/llama.cpp,no,2024-06-05T14:21:34Z,20,https://github.com/ggml-org/llama.cpp/issues/7772,ggml : add DirectML backend,7772,help wanted,help wanted; research 🔬; roadmap,T4,feature,5,DirectML; DirectX
ray-project/ray,no,2024-06-04T22:27:31Z,0,https://github.com/ray-project/ray/issues/45724,[DevProd] Docs to clarify stability of Nightly releases,45724,docs,triage; docs; devprod,T0,docs,1,
ray-project/ray,no,2024-06-04T19:07:47Z,1,https://github.com/ray-project/ray/issues/45719,Serve - Update LLM Ray Serve example to include Triton and configurations for other accelerator types,45719,docs,P2; serve; docs,T1,docs,2,vLLM; Triton Inference Server
numpy/numpy,no,2024-06-04T15:35:31Z,12,https://github.com/numpy/numpy/issues/26613,DOC: Stable release notes stop at 1.26.0,26613,04 - Documentation,04 - Documentation,T0,docs,1,
numpy/numpy,no,2024-06-01T21:43:31Z,8,https://github.com/numpy/numpy/issues/26593,DOC: add cheat sheet,26593,04 - Documentation,04 - Documentation,T0,docs,2,
pytorch/pytorch,no,2024-06-01T04:45:18Z,4,https://github.com/pytorch/pytorch/issues/127676,module 'torch.mps' has no attribute 'device',127676,actionable,triaged; actionable; module: mps,T1,bugfix,2,
scikit-learn/scikit-learn,no,2024-05-29T23:33:57Z,8,https://github.com/scikit-learn/scikit-learn/issues/29133,FEAT Allow the vector-form representation of symetric distance matrices as input,29133,help wanted,New Feature; Performance; help wanted; Hard,T1,feature,4,
